subjID,experimentName,versionName,windowWidth,windowHeight,screenWidth,screenHeight,startDate,startTime,pracTries,trialNum,objectSize,objectCategory,object,misscaled,objectScene1SemanticCongruency,scene1ZoomName,scene1Category,scene1,keyPress,accuracy,RT,experimentTime,totalTime,age,gender
869621,OSSe3,v1,1440,757,1440,900,5-9-2023,14-23-11,3,15,small,laundromat,coins.png,misscaled,1,zo,laundromat,l3_zo.png,m,0,1342,58089,204135,35,Man
761446,OSSe3,v1,3127,1693,3478,1957,5-9-2023,14-9-14,1,0,small,kitchen,sponge.png,scaled,1,zi,kitchen,k1_zi.png,c,1,880,57608,116439,31,Woman
761446,OSSe3,v1,3127,1693,3478,1957,5-9-2023,14-9-14,1,1,small,kitchen,saltshaker.png,misscaled,1,zo,kitchen,k2_zo.png,c,1,759,57608,116439,31,Woman
761446,OSSe3,v1,3127,1693,3478,1957,5-9-2023,14-9-14,1,2,small,laundromat,coins.png,scaled,0,zi,kitchen,k4_zi.png,m,1,644,57608,116439,31,Woman
761446,OSSe3,v1,3127,1693,3478,1957,5-9-2023,14-9-14,1,3,large,laundromat,shorts.png,scaled,1,zo,laundromat,l5_zo.png,m,0,713,57608,116439,31,Woman
761446,OSSe3,v1,3127,1693,3478,1957,5-9-2023,14-9-14,1,4,large,laundromat,detergent.png,misscaled,0,zi,kitchen,k3_zi.png,m,1,791,57608,116439,31,Woman
761446,OSSe3,v1,3127,1693,3478,1957,5-9-2023,14-9-14,1,5,large,kitchen,toaster.png,misscaled,1,zi,kitchen,k0_zi.png,c,1,682,57608,116439,31,Woman
761446,OSSe3,v1,3127,1693,3478,1957,5-9-2023,14-9-14,1,6,large,laundromat,shirt.png,scaled,0,zo,classroom,c4_zo.png,m,1,913,57608,116439,31,Woman
761446,OSSe3,v1,3127,1693,3478,1957,5-9-2023,14-9-14,1,7,small,classroom,paperclip.png,misscaled,0,zo,laundromat,l4_zo.png,c,0,785,57608,116439,31,Woman
761446,OSSe3,v1,3127,1693,3478,1957,5-9-2023,14-9-14,1,8,small,bathroom,lipstick.png,scaled,1,zi,bathroom,b3_zi.png,m,0,677,57608,116439,31,Woman
761446,OSSe3,v1,3127,1693,3478,1957,5-9-2023,14-9-14,1,9,large,kitchen,kettle.png,scaled,0,zo,classroom,c5_zo.png,m,1,942,57608,116439,31,Woman
761446,OSSe3,v1,3127,1693,3478,1957,5-9-2023,14-9-14,1,10,small,bathroom,floss.png,misscaled,0,zo,kitchen,k0_zo.png,m,1,956,57608,116439,31,Woman
761446,OSSe3,v1,3127,1693,3478,1957,5-9-2023,14-9-14,1,11,large,kitchen,pot.png,misscaled,0,zi,laundromat,l5_zi.png,c,0,736,57608,116439,31,Woman
761446,OSSe3,v1,3127,1693,3478,1957,5-9-2023,14-9-14,1,12,small,laundromat,tidepod.png,scaled,0,zi,kitchen,k5_zi.png,m,1,1044,57608,116439,31,Woman
761446,OSSe3,v1,3127,1693,3478,1957,5-9-2023,14-9-14,1,13,small,kitchen,spoon.png,misscaled,1,zo,kitchen,k3_zo.png,c,1,978,57608,116439,31,Woman
761446,OSSe3,v1,3127,1693,3478,1957,5-9-2023,14-9-14,1,14,large,classroom,computer.png,scaled,1,zo,classroom,c0_zo.png,c,1,947,57608,116439,31,Woman
761446,OSSe3,v1,3127,1693,3478,1957,5-9-2023,14-9-14,1,15,large,bathroom,loofah.png,misscaled,1,zi,bathroom,b1_zi.png,c,1,1007,57608,116439,31,Woman
739767,OSSe3,v1,1600,757,1600,900,5-9-2023,11-29-6,1,0,small,kitchen,sponge.png,scaled,0,zi,classroom,c5_zi.png,m,1,591,71039,139768,37,Woman
739767,OSSe3,v1,1600,757,1600,900,5-9-2023,11-29-6,1,1,small,laundromat,socks.png,misscaled,1,zo,laundromat,l1_zo.png,m,0,1906,71039,139768,37,Woman
739767,OSSe3,v1,1600,757,1600,900,5-9-2023,11-29-6,1,2,large,classroom,notebook.png,scaled,1,zo,classroom,c1_zo.png,c,1,282,71039,139768,37,Woman
739767,OSSe3,v1,1600,757,1600,900,5-9-2023,11-29-6,1,3,small,classroom,binderclip.png,misscaled,0,zo,kitchen,k4_zo.png,c,0,282,71039,139768,37,Woman
739767,OSSe3,v1,1600,757,1600,900,5-9-2023,11-29-6,1,4,large,laundromat,detergent.png,misscaled,1,zi,laundromat,l1_zi.png,c,1,1203,71039,139768,37,Woman
739767,OSSe3,v1,1600,757,1600,900,5-9-2023,11-29-6,1,5,large,kitchen,toaster.png,scaled,1,zo,kitchen,k1_zo.png,c,1,5240,71039,139768,37,Woman
739767,OSSe3,v1,1600,757,1600,900,5-9-2023,11-29-6,1,6,large,kitchen,kettle.png,misscaled,1,zi,kitchen,k3_zi.png,c,1,2953,71039,139768,37,Woman
739767,OSSe3,v1,1600,757,1600,900,5-9-2023,11-29-6,1,7,small,laundromat,tidepod.png,misscaled,1,zo,laundromat,l5_zo.png,c,1,986,71039,139768,37,Woman
739767,OSSe3,v1,1600,757,1600,900,5-9-2023,11-29-6,1,8,small,kitchen,spoon.png,misscaled,0,zo,laundromat,l3_zo.png,m,1,1675,71039,139768,37,Woman
739767,OSSe3,v1,1600,757,1600,900,5-9-2023,11-29-6,1,9,large,kitchen,pot.png,misscaled,0,zi,bathroom,b5_zi.png,m,1,1844,71039,139768,37,Woman
739767,OSSe3,v1,1600,757,1600,900,5-9-2023,11-29-6,1,10,large,laundromat,shirt.png,scaled,0,zo,bathroom,b0_zo.png,m,1,1672,71039,139768,37,Woman
739767,OSSe3,v1,1600,757,1600,900,5-9-2023,11-29-6,1,11,large,bathroom,loofah.png,scaled,0,zo,kitchen,k2_zo.png,m,1,3597,71039,139768,37,Woman
739767,OSSe3,v1,1600,757,1600,900,5-9-2023,11-29-6,1,12,small,laundromat,coins.png,scaled,1,zi,laundromat,l4_zi.png,c,1,1923,71039,139768,37,Woman
739767,OSSe3,v1,1600,757,1600,900,5-9-2023,11-29-6,1,13,small,classroom,paperclip.png,scaled,0,zi,bathroom,b2_zi.png,m,1,3344,71039,139768,37,Woman
739767,OSSe3,v1,1600,757,1600,900,5-9-2023,11-29-6,1,14,large,bathroom,hairdryer.png,misscaled,0,zi,kitchen,k0_zi.png,c,0,1687,71039,139768,37,Woman
739767,OSSe3,v1,1600,757,1600,900,5-9-2023,11-29-6,1,15,small,bathroom,floss.png,scaled,1,zi,bathroom,b0_zi.png,m,0,610,71039,139768,37,Woman
593263,OSSe3,v1,1364,625,1364,768,5-10-2023,9-49-40,1,0,large,laundromat,detergent.png,misscaled,1,zi,laundromat,l3_zi.png,c,1,2769,113113,215435,28,Man
593263,OSSe3,v1,1364,625,1364,768,5-10-2023,9-49-40,1,1,large,classroom,computer.png,misscaled,0,zi,bathroom,b2_zi.png,m,1,2161,113113,215435,28,Man
593263,OSSe3,v1,1364,625,1364,768,5-10-2023,9-49-40,1,2,small,classroom,binderclip.png,misscaled,1,zo,classroom,c4_zo.png,m,0,2624,113113,215435,28,Man
593263,OSSe3,v1,1364,625,1364,768,5-10-2023,9-49-40,1,3,small,classroom,eraser.png,scaled,1,zi,classroom,c3_zi.png,c,1,3092,113113,215435,28,Man
593263,OSSe3,v1,1364,625,1364,768,5-10-2023,9-49-40,1,4,small,bathroom,floss.png,misscaled,1,zo,bathroom,b1_zo.png,m,0,2238,113113,215435,28,Man
593263,OSSe3,v1,1364,625,1364,768,5-10-2023,9-49-40,1,5,large,kitchen,toaster.png,scaled,0,zo,bathroom,b0_zo.png,m,1,3276,113113,215435,28,Man
593263,OSSe3,v1,1364,625,1364,768,5-10-2023,9-49-40,1,6,large,laundromat,shirt.png,scaled,0,zo,kitchen,k1_zo.png,m,1,2557,113113,215435,28,Man
593263,OSSe3,v1,1364,625,1364,768,5-10-2023,9-49-40,1,7,small,classroom,paperclip.png,misscaled,0,zo,kitchen,k3_zo.png,m,1,1977,113113,215435,28,Man
593263,OSSe3,v1,1364,625,1364,768,5-10-2023,9-49-40,1,8,large,laundromat,shorts.png,misscaled,1,zi,laundromat,l1_zi.png,c,1,2392,113113,215435,28,Man
593263,OSSe3,v1,1364,625,1364,768,5-10-2023,9-49-40,1,9,large,bathroom,hairdryer.png,scaled,1,zo,bathroom,b4_zo.png,c,1,2950,113113,215435,28,Man
593263,OSSe3,v1,1364,625,1364,768,5-10-2023,9-49-40,1,10,small,kitchen,saltshaker.png,scaled,1,zi,kitchen,k2_zi.png,m,0,2180,113113,215435,28,Man
593263,OSSe3,v1,1364,625,1364,768,5-10-2023,9-49-40,1,11,large,kitchen,pot.png,misscaled,0,zi,classroom,c1_zi.png,m,1,2249,113113,215435,28,Man
593263,OSSe3,v1,1364,625,1364,768,5-10-2023,9-49-40,1,12,small,bathroom,lipstick.png,scaled,0,zi,classroom,c5_zi.png,none,0,30497,113113,215435,28,Man
593263,OSSe3,v1,1364,625,1364,768,5-10-2023,9-49-40,1,13,large,kitchen,kettle.png,scaled,1,zo,kitchen,k4_zo.png,c,1,2889,113113,215435,28,Man
593263,OSSe3,v1,1364,625,1364,768,5-10-2023,9-49-40,1,14,small,bathroom,nailclipper.png,scaled,0,zi,kitchen,k3_zi.png,m,1,2598,113113,215435,28,Man
593263,OSSe3,v1,1364,625,1364,768,5-10-2023,9-49-40,1,15,small,laundromat,socks.png,misscaled,0,zo,kitchen,k0_zo.png,m,1,2581,113113,215435,28,Man
108974,OSSe3,v1,1366,768,1366,768,5-10-2023,11-11-15,2,0,large,classroom,notebook.png,misscaled,0,zi,bathroom,b1_zi.png,m,1,1888,71352,231789,25,Woman
108974,OSSe3,v1,1366,768,1366,768,5-10-2023,11-11-15,2,1,large,bathroom,tissuebox.png,misscaled,1,zi,bathroom,b4_zi.png,c,1,1559,71352,231789,25,Woman
108974,OSSe3,v1,1366,768,1366,768,5-10-2023,11-11-15,2,2,small,bathroom,lipstick.png,misscaled,1,zo,bathroom,b3_zo.png,m,0,1494,71352,231789,25,Woman
108974,OSSe3,v1,1366,768,1366,768,5-10-2023,11-11-15,2,3,small,classroom,binderclip.png,misscaled,1,zo,classroom,c0_zo.png,c,1,1958,71352,231789,25,Woman
108974,OSSe3,v1,1366,768,1366,768,5-10-2023,11-11-15,2,4,small,laundromat,socks.png,scaled,0,zi,kitchen,k3_zi.png,c,0,2004,71352,231789,25,Woman
108974,OSSe3,v1,1366,768,1366,768,5-10-2023,11-11-15,2,5,small,bathroom,nailclipper.png,scaled,0,zi,kitchen,k2_zi.png,m,1,1561,71352,231789,25,Woman
108974,OSSe3,v1,1366,768,1366,768,5-10-2023,11-11-15,2,6,large,bathroom,hairdryer.png,misscaled,0,zi,classroom,c0_zi.png,m,1,1685,71352,231789,25,Woman
108974,OSSe3,v1,1366,768,1366,768,5-10-2023,11-11-15,2,7,large,laundromat,detergent.png,scaled,1,zo,laundromat,l3_zo.png,c,1,2525,71352,231789,25,Woman
108974,OSSe3,v1,1366,768,1366,768,5-10-2023,11-11-15,2,8,large,bathroom,loofah.png,scaled,0,zo,laundromat,l4_zo.png,c,0,2097,71352,231789,25,Woman
108974,OSSe3,v1,1366,768,1366,768,5-10-2023,11-11-15,2,9,large,kitchen,toaster.png,scaled,1,zo,kitchen,k5_zo.png,c,1,2859,71352,231789,25,Woman
108974,OSSe3,v1,1366,768,1366,768,5-10-2023,11-11-15,2,10,large,kitchen,pot.png,misscaled,1,zi,kitchen,k4_zi.png,c,1,1408,71352,231789,25,Woman
108974,OSSe3,v1,1366,768,1366,768,5-10-2023,11-11-15,2,11,small,classroom,eraser.png,misscaled,0,zo,laundromat,l5_zo.png,m,1,1526,71352,231789,25,Woman
108974,OSSe3,v1,1366,768,1366,768,5-10-2023,11-11-15,2,12,small,classroom,paperclip.png,misscaled,0,zo,bathroom,b2_zo.png,m,1,1996,71352,231789,25,Woman
108974,OSSe3,v1,1366,768,1366,768,5-10-2023,11-11-15,2,13,large,kitchen,kettle.png,scaled,0,zo,bathroom,b0_zo.png,m,1,2040,71352,231789,25,Woman
108974,OSSe3,v1,1366,768,1366,768,5-10-2023,11-11-15,2,14,small,laundromat,tidepod.png,scaled,1,zi,laundromat,l0_zi.png,c,1,1546,71352,231789,25,Woman
108974,OSSe3,v1,1366,768,1366,768,5-10-2023,11-11-15,2,15,small,kitchen,spoon.png,scaled,1,zi,kitchen,k5_zi.png,c,1,2158,71352,231789,25,Woman
792033,OSSe3,v1,1517,853,1366,768,5-9-2023,12-36-47,2,0,small,laundromat,coins.png,scaled,0,zi,kitchen,k1_zi.png,m,1,2542,77434,258560,41,Woman
792033,OSSe3,v1,1517,853,1366,768,5-9-2023,12-36-47,2,1,large,laundromat,shorts.png,scaled,1,zo,laundromat,l4_zo.png,c,1,1937,77434,258560,41,Woman
792033,OSSe3,v1,1517,853,1366,768,5-9-2023,12-36-47,2,2,small,laundromat,socks.png,scaled,1,zi,laundromat,l5_zi.png,m,0,1583,77434,258560,41,Woman
792033,OSSe3,v1,1517,853,1366,768,5-9-2023,12-36-47,2,3,large,laundromat,shirt.png,scaled,0,zo,bathroom,b5_zo.png,m,1,1600,77434,258560,41,Woman
792033,OSSe3,v1,1517,853,1366,768,5-9-2023,12-36-47,2,4,large,bathroom,loofah.png,scaled,0,zo,laundromat,l5_zo.png,m,1,1958,77434,258560,41,Woman
792033,OSSe3,v1,1517,853,1366,768,5-9-2023,12-36-47,2,5,small,kitchen,saltshaker.png,scaled,0,zi,laundromat,l1_zi.png,m,1,2102,77434,258560,41,Woman
792033,OSSe3,v1,1517,853,1366,768,5-9-2023,12-36-47,2,6,small,bathroom,nailclipper.png,misscaled,0,zo,kitchen,k5_zo.png,c,0,2032,77434,258560,41,Woman
792033,OSSe3,v1,1517,853,1366,768,5-9-2023,12-36-47,2,7,small,classroom,eraser.png,misscaled,1,zo,classroom,c3_zo.png,m,0,1865,77434,258560,41,Woman
792033,OSSe3,v1,1517,853,1366,768,5-9-2023,12-36-47,2,8,small,laundromat,tidepod.png,misscaled,1,zo,laundromat,l3_zo.png,c,1,1952,77434,258560,41,Woman
792033,OSSe3,v1,1517,853,1366,768,5-9-2023,12-36-47,2,9,large,bathroom,hairdryer.png,misscaled,0,zi,laundromat,l4_zi.png,c,0,1859,77434,258560,41,Woman
792033,OSSe3,v1,1517,853,1366,768,5-9-2023,12-36-47,2,10,large,laundromat,detergent.png,scaled,1,zo,laundromat,l1_zo.png,c,1,2335,77434,258560,41,Woman
792033,OSSe3,v1,1517,853,1366,768,5-9-2023,12-36-47,2,11,small,classroom,binderclip.png,misscaled,0,zo,laundromat,l0_zo.png,m,1,3338,77434,258560,41,Woman
792033,OSSe3,v1,1517,853,1366,768,5-9-2023,12-36-47,2,12,large,bathroom,tissuebox.png,misscaled,1,zi,bathroom,b3_zi.png,c,1,1777,77434,258560,41,Woman
792033,OSSe3,v1,1517,853,1366,768,5-9-2023,12-36-47,2,13,small,bathroom,lipstick.png,scaled,1,zi,bathroom,b4_zi.png,c,1,1915,77434,258560,41,Woman
792033,OSSe3,v1,1517,853,1366,768,5-9-2023,12-36-47,2,14,large,kitchen,pot.png,misscaled,1,zi,kitchen,k5_zi.png,c,1,2085,77434,258560,41,Woman
792033,OSSe3,v1,1517,853,1366,768,5-9-2023,12-36-47,2,15,large,kitchen,toaster.png,misscaled,0,zi,classroom,c5_zi.png,m,1,2403,77434,258560,41,Woman
319253,OSSe3,v1,1366,625,1366,768,5-10-2023,8-11-4,2,0,small,laundromat,tidepod.png,misscaled,1,zo,laundromat,l2_zo.png,c,1,2039,75817,175615,27,Woman
319253,OSSe3,v1,1366,625,1366,768,5-10-2023,8-11-4,2,1,small,laundromat,coins.png,scaled,0,zi,bathroom,b4_zi.png,m,1,2556,75817,175615,27,Woman
319253,OSSe3,v1,1366,625,1366,768,5-10-2023,8-11-4,2,2,small,bathroom,floss.png,scaled,1,zi,bathroom,b1_zi.png,c,1,1961,75817,175615,27,Woman
319253,OSSe3,v1,1366,625,1366,768,5-10-2023,8-11-4,2,3,large,bathroom,loofah.png,misscaled,0,zi,laundromat,l2_zi.png,c,0,1838,75817,175615,27,Woman
319253,OSSe3,v1,1366,625,1366,768,5-10-2023,8-11-4,2,4,large,bathroom,hairdryer.png,scaled,0,zo,classroom,c5_zo.png,m,1,1931,75817,175615,27,Woman
319253,OSSe3,v1,1366,625,1366,768,5-10-2023,8-11-4,2,5,small,laundromat,socks.png,scaled,0,zi,kitchen,k0_zi.png,c,0,1985,75817,175615,27,Woman
319253,OSSe3,v1,1366,625,1366,768,5-10-2023,8-11-4,2,6,small,bathroom,lipstick.png,misscaled,0,zo,kitchen,k0_zo.png,m,1,2003,75817,175615,27,Woman
319253,OSSe3,v1,1366,625,1366,768,5-10-2023,8-11-4,2,7,large,classroom,computer.png,scaled,1,zo,classroom,c1_zo.png,m,0,1646,75817,175615,27,Woman
319253,OSSe3,v1,1366,625,1366,768,5-10-2023,8-11-4,2,8,small,kitchen,sponge.png,scaled,1,zi,kitchen,k1_zi.png,c,1,2418,75817,175615,27,Woman
319253,OSSe3,v1,1366,625,1366,768,5-10-2023,8-11-4,2,9,large,bathroom,tissuebox.png,misscaled,1,zi,bathroom,b0_zi.png,c,1,2084,75817,175615,27,Woman
319253,OSSe3,v1,1366,625,1366,768,5-10-2023,8-11-4,2,10,large,classroom,notebook.png,scaled,1,zo,classroom,c0_zo.png,c,1,1955,75817,175615,27,Woman
319253,OSSe3,v1,1366,625,1366,768,5-10-2023,8-11-4,2,11,large,kitchen,kettle.png,scaled,0,zo,classroom,c2_zo.png,m,1,1695,75817,175615,27,Woman
319253,OSSe3,v1,1366,625,1366,768,5-10-2023,8-11-4,2,12,small,kitchen,saltshaker.png,misscaled,1,zo,kitchen,k5_zo.png,c,1,1549,75817,175615,27,Woman
319253,OSSe3,v1,1366,625,1366,768,5-10-2023,8-11-4,2,13,large,classroom,clipboard.png,misscaled,0,zi,kitchen,k4_zi.png,c,0,2238,75817,175615,27,Woman
319253,OSSe3,v1,1366,625,1366,768,5-10-2023,8-11-4,2,14,large,laundromat,shorts.png,misscaled,1,zi,laundromat,l3_zi.png,c,1,2097,75817,175615,27,Woman
319253,OSSe3,v1,1366,625,1366,768,5-10-2023,8-11-4,2,15,small,classroom,binderclip.png,misscaled,0,zo,laundromat,l0_zo.png,m,1,1752,75817,175615,27,Woman
478061,OSSe3,v1,1424,771,1440,900,5-10-2023,11-0-40,1,0,large,classroom,computer.png,scaled,1,zo,classroom,c1_zo.png,c,1,1830,68298,267340,35,Man
478061,OSSe3,v1,1424,771,1440,900,5-10-2023,11-0-40,1,1,large,bathroom,hairdryer.png,misscaled,0,zi,laundromat,l4_zi.png,m,1,2013,68298,267340,35,Man
478061,OSSe3,v1,1424,771,1440,900,5-10-2023,11-0-40,1,2,small,bathroom,nailclipper.png,scaled,0,zi,laundromat,l2_zi.png,m,1,1742,68298,267340,35,Man
478061,OSSe3,v1,1424,771,1440,900,5-10-2023,11-0-40,1,3,large,bathroom,tissuebox.png,misscaled,1,zi,bathroom,b5_zi.png,c,1,1181,68298,267340,35,Man
478061,OSSe3,v1,1424,771,1440,900,5-10-2023,11-0-40,1,4,small,classroom,paperclip.png,misscaled,0,zo,bathroom,b2_zo.png,m,1,1694,68298,267340,35,Man
478061,OSSe3,v1,1424,771,1440,900,5-10-2023,11-0-40,1,5,small,bathroom,lipstick.png,misscaled,1,zo,bathroom,b1_zo.png,m,0,1238,68298,267340,35,Man
478061,OSSe3,v1,1424,771,1440,900,5-10-2023,11-0-40,1,6,large,kitchen,kettle.png,misscaled,1,zi,kitchen,k3_zi.png,c,1,1998,68298,267340,35,Man
478061,OSSe3,v1,1424,771,1440,900,5-10-2023,11-0-40,1,7,small,laundromat,tidepod.png,misscaled,0,zo,classroom,c4_zo.png,m,1,1319,68298,267340,35,Man
478061,OSSe3,v1,1424,771,1440,900,5-10-2023,11-0-40,1,8,large,kitchen,toaster.png,scaled,1,zo,kitchen,k3_zo.png,c,1,1974,68298,267340,35,Man
478061,OSSe3,v1,1424,771,1440,900,5-10-2023,11-0-40,1,9,small,kitchen,saltshaker.png,scaled,0,zi,bathroom,b0_zi.png,m,1,3831,68298,267340,35,Man
478061,OSSe3,v1,1424,771,1440,900,5-10-2023,11-0-40,1,10,large,classroom,notebook.png,misscaled,0,zi,bathroom,b1_zi.png,m,1,1462,68298,267340,35,Man
478061,OSSe3,v1,1424,771,1440,900,5-10-2023,11-0-40,1,11,large,bathroom,loofah.png,scaled,0,zo,laundromat,l0_zo.png,c,0,1806,68298,267340,35,Man
478061,OSSe3,v1,1424,771,1440,900,5-10-2023,11-0-40,1,12,small,laundromat,coins.png,scaled,1,zi,laundromat,l0_zi.png,c,1,2038,68298,267340,35,Man
478061,OSSe3,v1,1424,771,1440,900,5-10-2023,11-0-40,1,13,large,kitchen,pot.png,scaled,0,zo,classroom,c2_zo.png,m,1,1669,68298,267340,35,Man
478061,OSSe3,v1,1424,771,1440,900,5-10-2023,11-0-40,1,14,small,classroom,binderclip.png,misscaled,1,zo,classroom,c3_zo.png,c,1,2678,68298,267340,35,Man
478061,OSSe3,v1,1424,771,1440,900,5-10-2023,11-0-40,1,15,small,bathroom,floss.png,scaled,1,zi,bathroom,b4_zi.png,c,1,1790,68298,267340,35,Man
